district,state,kmeans_cluster,dbscan_cluster,bio__age_5_ratio,bio__age_17_ratio,bio__dependency_ratio,bio__bio_total_7day_std,bio__district_rank_in_state,bio__daily_pct_change,demo__demo_age_5_ratio,demo__demo_age_17_ratio,demo__demo_dependency_ratio,demo__demo_total_7day_std,demo__district_rank_in_state,demo__daily_pct_change,enrol__enrol_minor_ratio,enrol__enrol_adult_ratio,enrol__enrol_total_7day_std,enrol__district_rank_in_state,enrol__daily_pct_change
Nalgonda,Andhra Pradesh,0,0,0.14692326101588177,0.7604228826226201,0.20595978123136716,17.04403897533701,19.0,8.561835274868907,0.0302272690990292,0.7940729363061321,0.036662074652313366,12.216214428826133,20.0,-6.678869692174821,0.550595238095238,0.0,0.2747727598239708,21.0,0.0
Nizamabad,Andhra Pradesh,0,0,0.24258320200604191,0.6006070442196751,0.4465323998228891,10.526860680316897,26.0,3.2197514505970894,0.10877712031558186,0.521559594251902,0.20040404040404042,3.555017695564564,36.0,-7.90243111115129,0.53,0.0,0.26445377644029533,34.0,-8.0
Ranga Reddy,Andhra Pradesh,0,0,0.23318267354221442,0.6937842746953231,0.36828725822652186,24.41960251317244,15.0,3.417523159267046,0.08286637863560939,0.6459520156956052,0.11999760123916668,16.988874545231166,26.0,-4.837318405534288,0.5985221674876846,0.0,0.3666937754960759,16.0,-8.555008210180626
Warangal,Andhra Pradesh,0,0,0.23589249838116436,0.6832491086543304,0.3564470806950404,18.05853866440252,17.0,20.277135565268974,0.0828372216466495,0.7126721672879005,0.11346648147355169,21.026299211303485,16.0,-0.6242421549790913,0.5431034482758621,0.0,0.0738158737388691,23.0,1.7241379310344827
Anjaw,Arunachal Pradesh,0,0,0.4771689354750697,0.4385077364139877,1.021544317664291,30.262294904254166,18.0,6.197609430094642,0.06666666666666667,0.7333333333333334,0.07692307692307693,30.76287059284747,16.0,-69.01709401709402,0.6666666666666666,0.0,0.0,18.0,0.0
Kamle,Arunachal Pradesh,0,0,0.2675086107921929,0.6591401964536293,0.44764957264957267,20.029333879860292,22.0,23.858585858585858,0.0,0.7045454545454546,0.0,0.18898223650458573,20.0,0.0,0.5,0.0,1.1338934190276817,21.0,0.0
Lohit,Arunachal Pradesh,0,0,0.3436301388158847,0.553504004001872,0.6117220308098291,18.043715390592734,9.0,-23.646174845498987,0.018518518518518517,0.6907407407407408,0.022222222222222223,19.48318304285576,6.0,-25.189723091182945,0.5,0.0,0.0,8.0,0.0
Upper Siang,Arunachal Pradesh,0,0,0.4718671434357709,0.4077727154868538,1.0245497655583975,26.87418498077406,16.0,-9.090262224633799,0.022727272727272728,0.6628787878787878,0.025,10.428772388516968,12.0,-32.8525641025641,0.5,0.0,0.0,17.0,0.0
Bajali,Assam,0,0,0.0,0.5,0.0,0.0,35.0,0.0,0.035555555555555556,0.6344444444444445,0.043333333333333335,0.33562258569956716,35.0,33.777777777777786,0.5,0.0,0.0,35.0,0.0
Nagaon,Assam,0,0,0.3800333862166654,0.5783616977917064,0.762580666256605,94.82138121978652,1.0,-2.948354839107971,0.07009062346266416,0.8286711015107615,0.08437050211004166,123.90301150866641,1.0,-18.175629302928726,0.7477910597830775,0.028696123937846284,42.56150499551804,5.0,-3.626647793773207
Sribhumi,Assam,0,0,0.05,0.4666666666666666,0.1,0.28657224379946694,33.0,-6.666666666666667,0.03066666666666667,0.6275952380952381,0.03966666666666666,0.6869411863672592,30.0,11.761111111111111,0.5,0.0,0.1889822365046136,33.0,0.0
Tamulpur,Assam,0,0,0.0,0.5,0.0,0.1889822365046136,34.0,0.0,0.013888888888888888,0.7097222222222221,0.015625,1.1304378874991652,34.0,6.25,0.5,0.0,0.0,34.0,0.0
Araria,Bihar,0,0,0.4151759901316695,0.5352295769835247,0.8101128286310226,349.4252177532541,12.0,-23.213104754800874,0.03707791262854121,0.8769766575076867,0.042225733986159385,468.5554916770929,11.0,-33.04533026724794,0.8176624305946464,0.008458420690620194,28.425867705661798,14.0,-26.252838104318684
Aurangabad,Bihar,0,0,0.46818429922472127,0.4658157679310137,1.0043958645405593,105.93158803603224,26.0,16.946502381179375,0.08805113664463636,0.7991509680897408,0.10383418035401364,191.1476552994563,22.0,318.20880460736925,0.7362483875032259,0.011627906976744186,1.3561492929528518,26.0,3.739490483676529
Banka,Bihar,0,0,0.48330003805352123,0.44580957233279783,1.122167593330393,128.16757206095846,24.0,-16.888721239986303,0.059772375922702396,0.8259197442032852,0.06740462306775424,118.7846066880171,24.0,-4.403848177424036,0.7242169191188552,0.002895158765256333,23.814577703352885,23.0,-22.825406828616412
Begusarai,Bihar,0,0,0.44444703058264173,0.49724863226214716,0.9052391870105189,177.07240898942916,15.0,-13.895899501249414,0.09850287237410746,0.837274626701178,0.11991706264804836,294.3709686148807,18.0,-26.654805723168188,0.7370330994184204,0.0016570418304936655,1.0265526309753146,21.0,-17.517130165156484
Bhagalpur,Bihar,0,0,0.44214889216953884,0.4962888265804693,0.9060106741783757,159.8561968429839,14.0,-18.876944567787238,0.059100118822122474,0.8680730923988382,0.06701193491560706,236.48671768446258,12.0,-24.449570743540185,0.7746906559735782,0.012988158873495251,59.495628209931965,8.0,-21.238106974490268
Bhojpur,Bihar,0,0,0.38441189364297473,0.5559111127724129,0.707371285834221,85.58850013716525,25.0,-14.431156012536237,0.08297555130421348,0.846531483323796,0.1016399880720645,162.1510620301065,17.0,-28.643303764783553,0.7060222450701072,0.011891469053792337,10.864445458156133,20.0,-25.170943099094277
Darbhanga,Bihar,0,0,0.4388769917438056,0.5154111163526731,0.8870235678572701,142.88954736681146,5.0,-17.315487641141182,0.06416602167209177,0.8735898774011781,0.0721969126943277,184.6003263161979,13.0,-19.310219336822552,0.7326200182109098,0.00041243916522312957,6.985043634003648,13.0,-23.458006114256115
Gaya,Bihar,0,0,0.4546196925182911,0.4942075911585176,0.9327519235953394,219.54428805517293,9.0,-19.1167956463852,0.09442921178724052,0.8426753226552697,0.10788417802060553,292.4381695498046,5.0,-14.685116242629427,0.842356688008662,0.006089538698414301,54.381649604174186,5.0,-13.573417061292357
Gopalganj,Bihar,0,0,0.42086883887093923,0.5316046450376398,0.8212951341422442,120.5078411677485,23.0,-10.430873091938448,0.07073182993323997,0.8937680366210143,0.08013357647242039,315.1166766450928,23.0,-24.35447223134318,0.8001235713629332,0.007410985742110505,58.6480955594143,17.0,-27.513884116573287
Katihar,Bihar,0,0,0.4223753955967135,0.5457207476526087,0.8070059026567515,292.4479181255673,4.0,-17.973760415380823,0.05488704059268448,0.9069126435146179,0.06001136975133031,485.79554682482717,7.0,-15.769452116870292,0.7515851777603046,0.027547463164040335,19.029023705811387,12.0,-32.59665755466396
Kishanganj,Bihar,0,0,0.32454547442814746,0.6537533976923136,0.5491812715190845,308.2213664325511,16.0,-16.45459940569306,0.04671715309023763,0.9084227833303744,0.05079397605111586,316.9899671925154,16.0,6.62644797573777,0.7879004329004329,0.0,3.531534138905899,28.0,-34.19929453262787
Madhepura,Bihar,0,0,0.4095540677791566,0.5453352031875409,0.8297499780749035,226.0952661374663,20.0,-20.044601558613568,0.0743519273206618,0.8819897202660169,0.08325794159303204,320.5919993844676,25.0,-23.776165981957693,0.8047054797054796,0.0016722408026755855,1.1230555664379582,27.0,-25.473536125710037
Madhubani,Bihar,0,0,0.43422683611871643,0.5072045730859062,0.8603417229087026,157.31089157921798,2.0,-21.588497817135117,0.05899394710953904,0.8712284653572048,0.06669394749118665,251.5422839361056,6.0,-27.274863568162285,0.7659394858491597,0.04086784136567635,44.20026692184767,6.0,-20.715653609544237
Muzaffarpur,Bihar,0,0,0.41632048015210477,0.5194618312150092,0.798446874505036,113.6563993486027,7.0,-19.731197041381996,0.07102284912005793,0.8588185146202877,0.08245434327518521,228.51145149947283,3.0,-7.348181333294235,0.8014017866505392,0.010862485333207059,48.64016235613089,4.0,-22.349306447738787
Nalanda,Bihar,0,0,0.3968948990980729,0.5318994942531634,0.7812164969292325,102.14040733842796,19.0,-21.000234369780255,0.06385231796278952,0.885209106781872,0.07225140065237835,163.737452043539,14.0,-16.757735338085567,0.7733175377961581,0.008699675314085394,30.21835205934618,19.0,-6.559061562134438
Nawada,Bihar,0,0,0.4120608276630398,0.5194090176905798,0.7951055524462202,143.34989840593295,27.0,-17.602173035554866,0.08312405711957606,0.8629663650633602,0.09381139445827597,151.69226366346456,26.0,-16.65780185390564,0.8285339292948756,0.016790169750306647,49.841428622596816,15.0,-24.825248633777765
Pashchim Champaran,Bihar,0,0,0.3795439303299741,0.5336428373586375,0.7055216603662073,71.70102322873554,13.0,-15.672877779130284,0.07571275493435059,0.8335468115408309,0.08738267487051517,166.43334915631763,8.0,-22.25154100263968,0.7850395188715086,0.01564591007637208,42.304860181378906,3.0,-16.969044848174
Patna,Bihar,0,0,0.424069808100853,0.5037495239235142,0.8494342377914867,93.13816195044188,6.0,-15.688262853879008,0.09415742606291153,0.8173928000022186,0.1249110756841888,161.05479709328398,2.0,-8.745505221461976,0.7518667754134285,0.020353464226244546,44.0820356079051,7.0,-21.519811008157674
Purba Champaran,Bihar,0,0,0.1,0.4,0.2,0.0,38.0,0.0,0.0,0.5595238095238095,0.0,0.0,38.0,0.0,0.887430048077093,0.048373611832402914,164.25901521388224,18.0,73.10682465104354
Rohtas,Bihar,0,0,0.41377149612494013,0.5312542020159653,0.8025637712212026,95.68606033342697,22.0,-20.455266659063476,0.09579281456391929,0.857651323767111,0.11087429236815427,166.70141341942107,20.0,-29.549140510600445,0.7145879120879123,0.0,0.7676396759720382,30.0,-19.11317254174397
Saharsa,Bihar,0,0,0.34929597874333845,0.604364025810173,0.592775531908121,202.9242483889562,18.0,-21.246394727305873,0.0787672691930585,0.8646555374531345,0.0913605361473169,288.6696019437322,27.0,-42.5452014275677,0.8106070505036498,0.011212307758711055,30.996443384168643,22.0,-22.798290317325222
Saran,Bihar,0,0,0.4340705220529792,0.5274752112244545,0.8551558975436294,187.81188140499634,1.0,-21.449013231967353,0.06667604867401208,0.8921135358414566,0.07396345603171624,406.1728119884498,1.0,-16.380133078798593,0.8200122895753849,0.026230693491724976,68.3038366326079,1.0,-29.798767794787278
Sitamarhi,Bihar,0,0,0.4396444648882897,0.5203993818553241,0.858648005724333,176.36493187888806,10.0,-18.613606246147246,0.085624532564912,0.8813027210125992,0.09893945839064051,311.4525859389887,9.0,-23.69364971986299,0.8364994185037566,0.055614943560032895,142.80882427515883,2.0,15.136839565905184
Siwan,Bihar,0,0,0.39629500938425655,0.5280839715460542,0.7524121450246515,61.4671942886096,17.0,-17.2879930804348,0.06862135243080728,0.8390568120030893,0.07853402542652473,139.69154764450866,19.0,-22.63730253310972,0.7368869135308557,0.015100034042379308,19.865915108312898,16.0,-25.313024683542054
Supaul,Bihar,0,0,0.40754664281571534,0.536271467407435,0.7737177754759285,169.45737268311677,21.0,-25.93351172089774,0.07026363039189563,0.8729757444682978,0.08500675301984037,213.6887361429455,21.0,-9.697561451631632,0.7457451499118167,0.03091931216931217,1.5950566620589384,24.0,-27.61210139833328
Vaishali,Bihar,0,0,0.40294968573312184,0.5376577664198231,0.7558377972585838,132.44400431842513,11.0,-18.22325629205921,0.08662587251365364,0.8704965308213244,0.10300890933102413,280.6214157305131,10.0,-34.06261122182332,0.7682346206255013,0.00031873525849429466,6.838348848159299,11.0,-23.749325822598795
Balod,Chhattisgarh,0,0,0.258001522471671,0.705045462283225,0.38516785549823707,220.13087394781166,17.0,3.751176277517094,0.08362743761454917,0.8717765501608766,0.09747832866745261,229.01667863257595,17.0,-23.585545127596752,0.6222222222222222,0.027777777777777776,0.48689623490187106,25.0,-15.555555555555555
Baloda Bazar,Chhattisgarh,0,0,0.27457571006988435,0.7022383839687921,0.43755328515724357,333.79489502366624,7.0,12.657396027333236,0.06785446393210844,0.8913788229676806,0.07477046176075151,446.5924915229244,5.0,-27.503690405098123,0.7487741107007163,0.0011997177134791814,16.097360167046677,7.0,-17.300539769431172
Bastar,Chhattisgarh,0,0,0.23728142279394102,0.7249491747924897,0.40159547736218115,296.30599447463106,11.0,12.891389336061923,0.09276968517793494,0.8561918278441687,0.10727512564194414,240.00576281196524,11.0,-25.954655020789204,0.6908999497234791,0.0,2.7275248098788536,4.0,-33.84602325778796
Bemetara,Chhattisgarh,0,0,0.2326649201722644,0.7461233241819295,0.3561155855779968,390.22764559639336,8.0,3.122655786995576,0.06816271703779873,0.9104458784356411,0.07449001378813593,377.2846596531358,18.0,-31.836737429569705,0.7165770127308589,0.0,2.059675493238242,18.0,-16.987179487179485
Bijapur,Chhattisgarh,0,0,0.34812275638471796,0.6291782589929027,0.7105247301188705,122.92171854516167,26.0,10.49715244537507,0.062331649831649835,0.8480920314253647,0.07308370641703975,154.6702676993687,26.0,-28.050660003436445,0.6911704554768673,0.16635615400390852,130.5043217812848,3.0,32.939450379363656
Bilaspur,Chhattisgarh,0,0,0.2725164346511554,0.7016118796275261,0.4922928487121891,275.68606891549103,1.0,11.085122782910831,0.07669034809695702,0.8770740540024445,0.08664177463900423,478.6659712277194,1.0,-18.160840459344005,0.706289311394401,0.00020128456147413493,30.08380940493431,1.0,-26.483343837002373
Dantewada,Chhattisgarh,0,0,0.24851557554331,0.6930931899812656,0.38370926375829917,208.52075518294419,24.0,47.280312570043435,0.10166847041847044,0.6837301587301587,0.13002136752136753,39.7248414618559,29.0,99.35450878990477,0.5748299319727891,0.0,0.7650482810925227,23.0,-4.761904761904764
Dhamtari,Chhattisgarh,0,0,0.2091288970748426,0.757695783073676,0.31301603123033606,233.20499470220386,13.0,7.852502983934469,0.09981993817154364,0.7646998344580587,0.15813385230579816,182.86771461999277,19.0,-27.717493323551782,0.6670304232804233,0.0,2.0765984695767195,22.0,-24.179292929292927
Durg,Chhattisgarh,0,0,0.2836831316337373,0.6782848955575391,0.6590108339370168,172.04975764181734,4.0,-5.559685235267562,0.08332392837201767,0.8084776009010038,0.09800391935028374,193.83338799901938,12.0,-19.315047261471438,0.6915972862263186,0.0023292836196062002,13.66301194195784,10.0,-15.763519119769121
Gariyaband,Chhattisgarh,0,0,0.2023513921988175,0.7007973651367507,0.4651414779482222,181.3845848052631,23.0,14.060940889988938,0.017287161644180746,0.7581744262296904,0.019119703650176786,78.26334086067027,23.0,-18.71886669982645,0.6201058201058202,0.0,0.8863046770251134,26.0,-15.555555555555555
Gaurela-Pendra-Marwahi,Chhattisgarh,0,0,0.2448134184144413,0.6477480541205151,0.4491137822367318,31.361433434350186,30.0,-23.644741288559572,0.11591880341880341,0.7393162393162394,0.13754940711462452,71.891553088685,33.0,-36.14460897046906,0.8017106949118279,0.0462140813415601,111.86429278371182,27.0,-39.80774163759491
Jashpur,Chhattisgarh,0,0,0.31022969354834623,0.668270582034062,0.9534903769061028,161.29031736123872,18.0,5.580393563395031,0.12453327829753993,0.8424234019428262,0.1582497444423022,401.46052305299645,13.0,27.30092619047939,0.6849624060150376,0.0,0.803276283867729,20.0,-19.569757727652462
Kanker,Chhattisgarh,0,0,0.197822866865789,0.7407435414124977,0.3037555453470692,124.11138054413884,14.0,26.157567377738335,0.065445072965722,0.7461623545485488,0.08612470318352672,112.18571626158194,20.0,9.91937337527846,0.5520833333333333,0.0,0.5972995407129064,19.0,-20.833333333333336
Khairagarh-Chhuikhadan-Gandai,Chhattisgarh,0,0,0.1702304991443342,0.6154037416961253,0.27316275188349526,32.00275661624911,32.0,-4.583695040641138,0.10387504921307099,0.761177368709129,0.1204708626077381,94.71346089592345,31.0,12.013632162661736,0.5833333333333333,0.0,0.5669467095138409,32.0,-37.5
Kondagaon,Chhattisgarh,0,0,0.20356234913533602,0.710510128645786,0.2995883092852426,343.9243197828702,21.0,17.123994337600443,0.01986676291699015,0.7738868756265321,0.02152473462085635,68.15238114387049,15.0,-25.490174317441845,0.6749999999999999,0.0,4.486961930707522,15.0,-33.641975308641975
Korba,Chhattisgarh,0,0,0.24965303375709844,0.7080978359937752,0.38259258900094034,166.30231830362467,9.0,-8.271616839470115,0.08323534487297052,0.8733591108627949,0.0941053114952802,350.7725648121439,10.0,-6.069430064497118,0.6724556489262372,0.0,1.0518714999983947,12.0,-20.36111111111111
Koriya,Chhattisgarh,0,0,0.2546414403456309,0.6733714941457258,0.4258088758824529,155.69718232129236,20.0,5.825380580732448,0.03921787510426977,0.793172723196736,0.04328390747378715,374.63745338782104,22.0,-6.463948850074799,0.6996527777777777,0.0,1.0472916114881214,24.0,-20.714285714285715
Manendragarh-Chirmiri-Bharatpur(M C B),Chhattisgarh,0,0,0.0,0.5719696969696969,0.0,0.11889871640141746,34.0,0.0,0.019785575048732944,0.6444834307992202,0.02248217468805704,0.8755052854352452,32.0,-4.369747899159663,0.6791666666666666,0.0,0.09449111825230733,30.0,0.0
Mohla-Manpur-Ambagarh Chouki,Chhattisgarh,0,0,0.24112074077994766,0.7079907612963013,0.41474232242943293,66.5352674986464,28.0,3.7823904114113818,0.17173792866848367,0.7457659469881036,0.216478358225981,741.4195147258162,24.0,186.32719687674162,0.5,0.0,0.9759000729485331,31.0,-41.66666666666667
Mungeli,Chhattisgarh,0,0,0.2389924964952435,0.6970224487934292,0.3518781882456587,529.2283612010726,16.0,19.468188325508784,0.052906381104170376,0.886568903271777,0.05787967469809896,402.26481611740627,14.0,-27.717495650319865,0.7808818342151674,0.0044444444444444444,3.5574211189413694,17.0,-29.230859010270777
Raigarh,Chhattisgarh,0,0,0.17400016986561823,0.8109701913484432,0.23451260087059217,296.4516068505187,5.0,8.360436303186773,0.0665510625317086,0.8648169369366103,0.07569633221756464,200.17729527921796,9.0,-41.975866610029115,0.7323056578464497,0.0015973197676625792,54.11461364368578,6.0,-28.081543887772796
Raipur,Chhattisgarh,0,0,0.22667554940390586,0.7139873823261648,0.3541041625317013,177.3538581874835,2.0,5.343510583194139,0.07453064819347446,0.8376233370513473,0.08541261278670352,152.16108796999316,4.0,-9.557086936111842,0.6816337267621186,0.0010016390457111637,10.084287485236493,2.0,-33.69634332479264
Sakti,Chhattisgarh,0,0,0.12100809613442272,0.7671665929655981,0.1558858355938123,27.948169771205198,29.0,-13.221785742485661,0.09928321678321679,0.7817502636252637,0.12789509647559183,27.063968748258304,28.0,10.90109551432254,0.59375,0.03125,0.17346068091458808,29.0,-6.25
Sarangarh-Bilaigarh,Chhattisgarh,0,0,0.0375,0.584375,0.048611111111111105,1.0921851727459344,31.0,-4.345238095238096,0.029645191409897288,0.8219396158250648,0.03203856328856329,2.974165911551083,30.0,21.051198257080607,0.5,0.0,0.0,33.0,0.0
Sukma,Chhattisgarh,0,0,0.37587486692863387,0.6087040356431898,0.646842776714178,269.90463037296934,25.0,35.415125363995266,0.09694320639706364,0.8442920326189072,0.11583694083694084,61.87787224728298,27.0,-37.33517805673306,0.7292553489273359,0.03502754201135106,40.59839953915855,21.0,-34.787385944362
Surajpur,Chhattisgarh,0,0,0.23104584952883078,0.7433944102742726,0.34557338831194157,237.63936254518404,19.0,9.515850533219718,0.050826429539173955,0.8826150925720385,0.05526613222326116,139.1703158291578,21.0,-32.84859097939926,0.7466699966699966,0.0,1.9953448109996912,16.0,-29.108391608391607
Surguja,Chhattisgarh,0,0,0.2386903661013342,0.7119948099688697,0.3715979975873292,244.24123536620905,15.0,19.353225718144227,0.07796526816543027,0.8820400998724712,0.0922531295475221,333.54105679703883,6.0,-7.599707784857113,0.7325520833333333,0.0,2.003476825064894,11.0,-24.895833333333336
Central Delhi,Delhi,0,0,0.3862153432287709,0.5575867411160578,0.6977793191390222,283.61287769297485,8.0,-12.109886488106623,0.09743455689820071,0.8383708077933721,0.11576357670895235,281.1161233087047,8.0,-26.887625764594958,0.7555704205493039,0.07889276747410884,27.353353799524967,8.0,-26.769069472186118
New Delhi,Delhi,0,0,0.493834235051027,0.46957825199886605,1.0727980881061152,66.35986546956934,10.0,-16.529884465137343,0.06547402203139908,0.727421897720837,0.07466661089849495,75.65939559893528,10.0,-23.764665147784896,0.7612816762915205,0.12226300082654183,25.337992992517954,10.0,12.739713334964472
North Delhi,Delhi,0,0,0.4075233151039239,0.5830236223027248,0.7103871848102159,546.3976764612809,7.0,-12.164434925694385,0.10441188368815663,0.8831947788230081,0.11995956276546081,560.4968277335124,7.0,-17.558243075253884,0.8761355034650057,0.028136990092904185,19.9473943281149,7.0,-3.634714948980544
Shahdara,Delhi,0,0,0.3011806414795688,0.6244923312466664,0.4925306716472529,89.95263984560319,9.0,-6.263497639646201,0.13257359583896272,0.806974562476373,0.16725478932853466,297.7943317799639,9.0,-8.11241698004888,0.7933347294141537,0.029804104477611938,117.73600203178509,9.0,56.170801191605975
South Delhi,Delhi,0,0,0.3948682964420147,0.5785608361036354,0.7340634692891989,640.2656799393353,2.0,-7.228964190213536,0.09811767314262826,0.8775368533099277,0.11138915030842973,543.803432498486,3.0,-18.784063956741328,0.747386768323339,0.07926824175195496,30.787024956205887,4.0,-29.094740477799473
South West Delhi,Delhi,0,0,0.4152566058986721,0.5357777128768766,0.787353104418551,207.91424552025043,5.0,-12.34041601369005,0.11837169871887171,0.8235870498606912,0.14030023032089314,295.30932860513093,5.0,-12.634212002027729,0.6979092305900948,0.05186935598374001,20.733712334629217,6.0,-31.400655576690077
North Goa,Goa,0,0,0.4214134463895312,0.47990533888898707,0.9401900681694197,24.578959545331248,1.0,-13.037902945742248,0.07693642730000072,0.6810847797170511,0.10609581551919013,25.93595393902881,1.0,-15.432140279421153,0.5197951273532669,0.038898117386489475,1.2818210672763182,1.0,-8.843537414965985
South Goa,Goa,0,0,0.4735635245299137,0.42128270320779615,1.1613089270750148,40.870822422286146,2.0,-14.645947145566742,0.07028410904062429,0.6380388288802287,0.09518829720161018,26.397684651896142,2.0,-13.31666003373319,0.5113636363636364,0.03787878787878787,0.27279559302599027,2.0,11.363636363636363
Amreli,Gujarat,0,0,0.46331394069018134,0.48430689363357166,0.9784050502011521,61.096812297625114,21.0,32.12296805123213,0.028119731339812475,0.7962282318110058,0.03251969359696872,71.06355214339617,22.0,-19.9770510975798,0.6319789386521987,0.08072464985913663,18.79619658244035,23.0,-18.291222845765105
Anand,Gujarat,0,0,0.4032667105943399,0.5287034754081961,0.7589812228774276,54.143476868677936,10.0,44.6390345069702,0.036599446170916344,0.7049274978983688,0.048592802440841666,55.363989862678096,17.0,-15.938275648676278,0.6138933750967268,0.11645556480958308,14.388175308171357,16.0,-16.907470666706075
Bharuch,Gujarat,0,0,0.454377821560776,0.48744718750022603,0.9460383753345487,47.925886786982865,19.0,37.09264471802291,0.04865785914245457,0.7555523218050563,0.05908672363483029,63.113803290649514,11.0,-24.630733020776294,0.6461339229505623,0.02799250595881079,7.626800216695213,22.0,-6.750983342068036
Bhavnagar,Gujarat,0,0,0.4420776873923234,0.5260043689682081,0.9241982950670299,95.91005656527955,6.0,28.444677187136765,0.0585576681563042,0.8137043358491551,0.07127546358039875,99.47167414832255,8.0,-0.3922252561641038,0.7268548238443826,0.05581407427641838,28.500594076483292,7.0,-16.143254482298495
Gandhinagar,Gujarat,0,0,0.3989352376055285,0.5254684726945715,0.7616521503245031,61.01753491587998,18.0,46.80643676497296,0.06397780360219796,0.7666656213041229,0.08432295166688797,103.67374669030455,7.0,-23.885288804123086,0.685223682709232,0.1145983760602641,21.241358995360393,20.0,-19.98971471594161
Jamnagar,Gujarat,0,0,0.41996059267545716,0.508579924561052,0.913207012757385,61.33336851015485,17.0,31.59578790829178,0.042539007690503824,0.7642049102431452,0.05107029440316544,77.29118343874836,13.0,-16.561544241641535,0.6567806314855008,0.05796723721496159,14.763909233964368,18.0,-5.4097485709037825
Junagadh,Gujarat,0,0,0.2974356534146308,0.6423958696149977,0.48021942958324604,54.736942350046924,12.0,18.10835729302937,0.07088407026890454,0.6976961937509112,0.10089395825869395,44.28182101104306,18.0,-10.56787272912659,0.675278617541489,0.017240052642192295,5.278622164754837,21.0,-2.549626661810235
Kachchh,Gujarat,0,0,0.4831163768446163,0.45937361463755183,1.062333504356619,74.92979929863239,8.0,14.884395455682762,0.06330095454982623,0.7659949596884755,0.07934509810029727,91.14571876068764,6.0,-8.805207239023575,0.6345807024118718,0.0956480741455979,32.68104847952169,8.0,4.683724282193656
